-8.27,-3.04,-0.58,44.00,-62.00,116.00,11.07,6.42,-2.41,13.00,22.00,6.00
-3.01,9.37,4.98,17.00,-4.00,32.00,15.62,2.64,-4.15,80.00,-26.00,28.00
4.30,15.88,13.12,19.00,7.00,-112.00,25.82,13.89,-1.36,119.00,-69.00,-88.00
17.49,-7.89,-5.54,14.00,131.00,-131.00,25.15,7.92,2.46,-64.00,-131.00,-131.00
17.29,-12.55,-10.79,16.00,-14.00,-131.00,13.52,-3.37,1.87,-63.00,-99.00,-131.00
12.05,-10.79,0.67,24.00,-60.00,-131.00,1.77,-15.40,1.49,-83.00,-50.00,-131.00
13.40,-18.09,0.19,20.00,33.00,-131.00,5.74,-18.31,3.63,5.00,-39.00,131.00
9.67,-7.84,-1.32,26.00,31.00,-5.00,6.44,39.24,-1.07,131.00,40.00,131.00
7.70,-6.37,-1.06,75.00,0.00,-1.00,-4.56,13.15,3.88,8.00,-32.00,-131.00
8.82,-6.68,-0.49,68.00,-1.00,13.00,-2.36,-4.34,2.74,90.00,24.00,-103.00
10.01,-1.21,-1.19,110.00,-5.00,20.00,-3.26,-18.27,5.25,-68.00,-27.00,-22.00
10.98,-3.99,-0.54,37.00,-29.00,5.00,17.96,3.57,8.03,-74.00,-34.00,131.00
9.19,-3.86,0.08,-23.00,9.00,-2.00,38.53,9.01,1.70,-29.00,40.00,131.00
9.18,-3.43,0.62,-6.00,-8.00,-2.00,23.60,10.20,-10.95,93.00,-1.00,131.00
7.71,-4.62,0.14,-21.00,4.00,3.00,14.92,6.23,3.49,-131.00,-7.00,105.00
11.70,-5.50,-3.84,58.00,-102.00,58.00,12.03,8.67,2.56,37.00,-16.00,42.00
13.60,-23.31,4.85,131.00,27.00,131.00,8.95,3.40,-1.05,1.00,20.00,10.00
12.21,-17.53,3.87,29.00,119.00,131.00,9.06,4.06,-0.70,-45.00,0.00,-13.00
6.70,2.05,-1.54,107.00,29.00,131.00,10.60,3.65,-0.80,-61.00,13.00,-22.00
0.43,4.92,-0.24,115.00,-2.00,83.00,11.46,-2.13,-5.11,-131.00,20.00,-27.00
4.51,7.77,10.63,124.00,-66.00,-118.00,9.67,4.73,-0.14,-64.00,-28.00,-5.00
-9.71,-39.11,-9.29,105.00,32.00,-131.00,9.77,3.87,0.42,6.00,4.00,2.00
-10.68,-11.61,2.19,-52.00,-13.00,131.00,9.49,4.16,1.34,-4.00,0.00,6.00
0.29,9.04,2.87,-19.00,7.00,111.00,7.75,8.09,2.17,40.00,32.00,18.00
2.45,14.35,4.86,-16.00,-20.00,-40.00,21.21,4.53,3.28,131.00,102.00,86.00
14.24,5.21,5.31,-36.00,131.00,-131.00,29.90,12.41,2.34,125.00,-131.00,-51.00
39.24,-17.65,-6.81,16.00,131.00,-131.00,22.62,-2.60,11.02,-67.00,-131.00,-131.00
22.16,-12.41,-0.84,85.00,52.00,-131.00,8.29,-4.29,4.42,-95.00,-85.00,-131.00
11.18,-13.75,-1.98,69.00,25.00,-61.00,-2.13,-25.13,8.91,-131.00,-77.00,-87.00
9.89,-8.50,-0.70,79.00,0.00,-20.00,8.43,-9.70,4.86,-55.00,-35.00,131.00
7.65,-6.61,0.40,93.00,-26.00,1.00,3.43,39.24,0.67,-115.00,-16.00,45.00
